forward_pl_mean;forward_piat_mean;forward_pps_mean;forward_bps_mean;forward_pl_var;forward_piat_var;forward_pps_var;forward_bps_var;forward_pl_q1;forward_pl_q3;forward_piat_q1;forward_piat_q3;forward_pl_max;forward_pl_min;forward_piat_max;forward_piat_min;forward_pps_max;forward_pps_min;forward_bps_max;forward_bps_min;reverse_pl_mean;reverse_piat_mean;reverse_pps_mean;reverse_bps_mean;reverse_pl_var;reverse_piat_var;reverse_pps_var;reverse_bps_var;reverse_pl_q1;reverse_pl_q3;reverse_piat_q1;reverse_piat_q3;reverse_pl_max;reverse_pl_min;reverse_piat_max;reverse_piat_min;reverse_pps_max;reverse_pps_min;reverse_bps_max;reverse_bps_min;category
36.1666666666667;1.68066666666667;0.148750495834986;10.7596191987307;1308.02777777778;2.82464044444444;0.022126710011154;115.769405301693;18.0833333333333;54.25;0.840333333333333;2.521;72.3333333333333;0;3.36133333333333;0;0.297500991669972;0;21.5192383974613;0;35.75;1.2605;0.198333994446648;14.1808806029353;1278.0625;1.58886025;0.039336373353163;201.097374674708;17.875;53.625;0.63025;1.89075;71.5;0;2.521;0;0.396667988893296;0;28.3617612058707;0;FILE-SKYPE
44.1111111111111;4.48844444444444;0.132157232113796;9.15249355924879;998.246913580247;17.6503257283951;0.015301812809278;82.3453091766224;30;66.1666666666667;1.68066666666667;6.73266666666667;72.3333333333333;0;10.104;0;0.297500991669972;0;21.5192383974613;0;43.8333333333333;4.20833333333333;0.165212897854905;11.4333344953852;982.722222222222;18.4386828888889;0.028418262980988;149.162935676033;30;65.75;1.2605;6.3125;71.5;0;10.104;0;0.396667988893296;0;28.3617612058707;0;FILE-SKYPE
354.041666666667;3.42633333333333;1.14078459075201;1344.19075905833;288919.532986111;16.6219843333333;3.06346380538748;5347043.27002223;45;375.208333333333;0.18;5.047;1283.83333333333;0;10.104;0;4.16666666666667;0;5349.30555555556;0;50.2019230769231;3.22086538461539;1.09117157815308;75.6136913477294;858.718472633136;16.7542910159024;2.59351213009437;12469.2268188397;45;69.8557692307692;0.193846153846154;4.41675;71.5;0;10.104;0;3.86904761904762;0;268.154761904762;0;FILE-SKYPE
549.839285714286;2.75305357142857;4.24960254597533;5523.6394281822;384482.456887755;15.1108100178288;41.1097673591855;74148799.3273832;60;1283.83333333333;0.059934523809524;3.36133333333333;1333.02976190476;0;10.104;0;16.6848743668686;0;22241.4341046777;0;54.0001748251748;2.58813435314685;4.36881570129494;302.381905506429;744.681643478899;15.0048270454548;45.0466136959408;215670.673265975;60;69.3076923076923;0.057210227272727;2.521;71.5;0;10.104;0;17.4793921938624;0;1209.45476214123;0;FILE-SKYPE
470.143849206349;2.48145205026455;3.6896887335869;4613.66484178537;352158.860407415;12.9611786130171;35.8256568525047;65930934.8455931;62.9166666666667;980.958333333333;0.104950892857143;2.80186111111111;1333.02976190476;0;10.104;0;16.6848743668686;0;22241.4341046777;0;64.0186642061642;2.34401936836312;3.78903302968657;268.91367871423;1122.4186836174;12.8019831668588;39.219584478104;185326.172078049;62.2982954545455;70.9519230769231;0.10752305506993;2.17161111111111;114.111111111111;0;10.104;0;17.4793921938624;0;1209.45476214123;0;FILE-SKYPE
361.524553571429;2.28100570436508;2.80447631403221;3462.90292782643;299831.627236018;10.5467402002939;29.2255839886809;53420988.2632096;45;375.208333333333;0.044950892857143;3.35983333333333;1333.02976190476;0;10.104;0;16.6848743668686;0;22241.4341046777;0;63.5139981546232;2.63738952627234;2.92920653199395;207.030390656326;843.578076183785;10.4384260862992;31.638314205747;150502.08691806;60;69.8557692307692;0.208148710664336;3.1505;114.111111111111;0;10.104;0;17.4793921938624;0;1209.45476214123;0;FILE-SKYPE
328.021825396825;3.15256062610229;2.50384177159516;3078.7943720597;275496.464348702;15.4517440308739;26.7013459036781;48665637.9615363;60;72.3333333333333;0.059934523809524;3.36133333333333;1333.02976190476;0;10.125;0;16.6848743668686;0;22241.4341046777;0;64.6791094707761;2.90684624557541;2.6256870133499;185.651156577914;760.707053862253;9.85945635421986;28.8599387462473;137436.206014289;60;71.5;0.258461538461539;5.039;114.111111111111;0;10.104;0;17.4793921938624;0;1209.45476214123;0;FILE-SKYPE
301.219642857143;3.84750456349206;2.26335662433071;2771.50887664744;254412.030813846;18.2530933128197;24.5517092678035;44648893.5465995;60;72.1666666666667;0.104950892857143;8.41683333333333;1333.02976190476;0;10.125;0;16.6848743668686;0;22241.4341046777;0;64.2111985236985;3.62636162101787;2.37301734190999;167.679982713827;686.606814365583;13.5328320982808;26.5485225374126;126599.25322334;60;70.9519230769231;0.474707264957265;5.056625;114.111111111111;0;10.104;0;17.4793921938624;0;1209.45476214123;0;FILE-SKYPE
280.472402597403;3.95586778499278;2.07563623886111;2520.87039368349;235588.144160178;16.7111470712126;22.6721251292117;41218099.7156061;60;72.6666666666667;0.149967261904762;7.57075;1333.02976190476;0;10.125;0;16.6848743668686;0;22241.4341046777;0;63.8283622942714;4.21296511001625;2.16630814647113;152.977527151202;625.653648845241;15.7436111678514;24.5623074033467;117251.852198746;60;70.4038461538462;0.690952991452992;7.57075;114.111111111111;0;10.104;0;17.4793921938624;0;1209.45476214123;0;FILE-SKYPE
262.474702380952;4.04683713624339;1.91917637563424;2311.86274448228;219518.88815739;15.4095811334814;21.0520579452548;38263784.2443097;60;72.5;0.194983630952381;6.311125;1333.02976190476;0;10.125;0;16.6848743668686;0;22241.4341046777;0;64.4468321030821;4.07219718418156;2.01880211428831;142.582049715249;577.723398723318;14.6496152689122;22.7547867779013;108669.589977852;60;71.3125;0.907198717948718;6.316625;114.111111111111;0;10.104;0;17.4793921938624;0;1209.45476214123;0;FILE-SKYPE
